headword,CEFR,level_num
hesitation,B2,4
hey,A2,2
hi,A1,1
hidden,B1,3
hide,A1,1
high,A1,1
high,A2,2
high school,A2,2
highlight,B2,4
highlight,B1,3
highly,B1,3
high-tech/hi-tech,B2,4
highway,A2,2
hijack,B2,4
hijack,B2,4
hike,A2,2
hiking,A2,2
hilarious,B2,4
hill,A1,1
him,A1,1
himself,A2,2
hint,B2,4
hip,B1,3
hip hop/hip-hop/hiphop,A2,2
hire,B1,3
his,A1,1
his,A1,1
historian,B1,3
historic,B1,3
historical,B1,3
history,A1,1
hit,B1,3
hit,A2,2
HIV,B1,3
hobby,A1,1
hockey,A2,2
hold,A1,1
hold,A2,2
holder,B2,4
hole,A1,1
holiday,A1,1
hollow,B2,4
holocaust,B2,4
holy,B1,3
home,A2,2
home,A1,1
homeless,B1,3
hometown,A1,1
homeward,B2,4
homework,A1,1
hone,B2,4
honest,B1,3
honestly,B1,3
honesty,B1,3
honey,A2,2
honeymoon,B1,3
honor/honour,A2,2
honor/honour,B2,4
honorable/honourable,B2,4
hood,B2,4
hook,B2,4
hook,B2,4
hop,B1,3
hope,A1,1
hope,B1,3
hopeful,B1,3
hopefully,B1,3
hopeless,B1,3
horizon,B1,3
horn,B1,3
horrible,B1,3
horrify,B1,3
horror,A2,2
horse,A1,1
hospice,B2,4
hospitable,B2,4
hospital,A1,1
hospitality,B2,4
hospitalize/hospitalise,B2,4
host,A2,2
hostel,B1,3
hot,A1,1
hotel,A1,1
hour,A1,1
hourly,B2,4
house,A1,1
household,B1,3
housekeeper,B2,4
housemaster,B2,4
housewife,B2,4
housework,B1,3
hover,B2,4
how,A1,1
however,A2,2
hug,B2,4
hug,A2,2
huge,B1,3
hugely,B2,4
human,A2,2
human,B1,3
human rights,B2,4
humane,B2,4
humanist,B2,4
humanity,B1,3
humanize/humanise,B2,4
humble,B2,4
humbug,B2,4
humid,B1,3
humiliate,B2,4
humiliating,B2,4
humiliation,B2,4
humor/humour,B1,3
humorous,B1,3
hundred,A2,2
hunger,B1,3
hungry,A1,1
hunt,B1,3
hunt,B1,3
hunter,A2,2
hunting,B2,4
hurriedly,B1,3
hurry,A1,1
hurry,A2,2
hurt,B1,3
hurt,A1,1
husband,A1,1
hush,B2,4
hut,B1,3
hybrid,B2,4
hygiene,B2,4
hyperbole,B2,4
hyphen,B2,4
I,A1,1
ice,A1,1
ice cream,A1,1
ice hockey,B1,3
ice skating,B1,3
iceman,B2,4
icon,B2,4
icy,B2,4
ID,A2,2
ID card,A2,2
idea,A1,1
ideal,A1,1
ideally,B2,4
identical,B2,4
identification,B2,4
identify,B2,4
identity,B1,3
identity card,B1,3
ideology,B2,4
idiom,B1,3
idiot,B2,4
idle,B2,4
idol,B1,3
idolize/idolise,B2,4
if,A1,1
ignorance,B2,4
ignorant,B2,4
ignore,B1,3
ill,A2,2
illegal,A2,2
illegally,B1,3
illness,B1,3
illuminate,B1,3
illustrate,B2,4
illustration,B2,4
image,A2,2
imagery,B2,4
imaginary,B1,3
imagination,A2,2
imagine,A1,1
imitate,B1,3
imitation,B2,4
immediate,B1,3
immediately,B1,3
immerse,B2,4
immigrant,B2,4
immigrate,B1,3
immigration,B1,3
immoral,B2,4
immortal,B2,4
immortality,B2,4
impact,A2,2
impair,B1,3
impartial,B2,4
impatient,A2,2
impatiently,B2,4
imperative,B2,4
impermanent,B2,4
implement,B2,4
implement,B2,4
implication,B2,4
imply,B2,4
impolite,B2,4
impolitely,B2,4
import,B2,4
importance,A2,2
important,A1,1
importantly,A2,2
impose,B2,4
impossibility,B2,4
impossible,A2,2
impractical,B2,4
impress,A2,2
impressed,B2,4
impression,B1,3
impressionism,B2,4
impressionist,B2,4
impressive,B1,3
imprison,B2,4
imprisonment,B2,4
improbable,B2,4
improper,B1,3
improperly,B2,4
improve,A2,2
improved,B2,4
improvement,B1,3
impulse,B2,4
impulsive,B2,4
in,A2,2
in,A1,1
inaccurate,B2,4
inadequate,B2,4
inanimate,B2,4
inborn,B2,4
incense,B2,4
incentive,B2,4
inch,A2,2
inch,B2,4
incident,B1,3
include,A2,2
including,B1,3
income,B1,3
inconvenient,B1,3
incorrect,B1,3
increase,B1,3
increase,A2,2
increasingly,B1,3
incredible,B1,3
incredibly,B1,3
incur,B2,4
incurable,B2,4
indebted,B2,4
indeed,A2,2
indefinite article,B1,3
indent,B2,4
independence,A2,2
independent,B1,3
independently,B2,4
indescribable,B2,4
index,B2,4
indicate,A2,2
indifferent,B2,4
indignity,B2,4
indirect,B1,3
indirectly,B1,3
indispensable,B2,4
individual,B1,3
individual,B2,4
indoor,A2,2
indoors,B1,3
indulge,B2,4
indulgent,B2,4
industrial,B1,3
industrialize/industrialise,B2,4
industry,B1,3
ineffective,B2,4
inert,B2,4
inevitable,B1,3
inexpensive,A2,2
inexperienced,B2,4
infant,B2,4
infect,B2,4
infected,B2,4
infection,B1,3
infectious,B2,4
infer,B2,4
inference,B2,4
infinitive,B1,3
inflammation,B2,4
inflammatory,B2,4
inflate,B2,4
inflation,B2,4
influence,A2,2
influence,B2,4
influential,B2,4
influenza,B2,4
inform,B1,3
informal,B2,4
information,A1,1
informative,B1,3
infringe,B2,4
infringement,B2,4
ingredient,B1,3
inhabit,B2,4
inhabitant,B1,3
inhale,B1,3
inherit,B2,4
initial,B2,4
initial,B1,3
initially,B1,3
initiative,B2,4
inject,B1,3
injection,B2,4
injure,A2,2
injured,B2,4
injury,B1,3
ink,B1,3
innate,B2,4
inner,A2,2
innermost,B1,3
innocent,B1,3
innocently,B2,4
innovation,B2,4
innovative,B2,4
innovator,B1,3
input,B2,4
inquire/enquire,B2,4
inquiry/enquiry,B1,3
insane,B1,3
inscribe,B1,3
inscription,B1,3
insect,A2,2
inseparable,B2,4
inside,B2,4
inside,A2,2
inside,B2,4
inside,A1,1
insight,B1,3
insist,B1,3
inspect,B2,4
inspection,B1,3
inspector,B2,4
inspiration,A2,2
inspirational,B2,4
inspire,B1,3
install/instal,B1,3
instance,B1,3
instant,A2,2
instantly,B2,4
instead,A2,2
instead of,B1,3
instill/instil,B2,4
instinct,B2,4
institute,B1,3
institution,B2,4
instruct,B2,4
instruction,B1,3
instructor,B1,3
instrument,A2,2
insufficient,B2,4
insult,B2,4
insult,B2,4
insurance,B1,3
integrate,B2,4
intellectual,B2,4
intellectual,B2,4
intelligence,A2,2
intelligent,A2,2
intend,B1,3
intense,B1,3
intensive,B1,3
intent,B2,4
intention,B1,3
intentionally,B1,3
interact,B1,3
interaction,B1,3
interactive,B2,4
interest,A2,2
interest,B1,3
interested,A1,1
interesting,A1,1
interfere,B2,4
interior,B2,4
intermediate,B1,3
intermission,B1,3
internal,B1,3
international,A2,2
internationally,B1,3
Internet/internet,A1,1
interpersonal,B2,4
interpret,B2,4
interpretation,B2,4
interpreter,B2,4
interrupt,B1,3
interruption,B2,4
intersection,B2,4
interval,B1,3
interview,A1,1
interview,B1,3
interviewee,B1,3
interviewer,A1,1
intimate,B2,4
into,A1,1
intransitive,B2,4
intravenous,B2,4
introduce,A1,1
introduction,B1,3
intrude,B2,4
intruder,B2,4
intrusion,B2,4
invade,A2,2
invariable,B2,4
invariably,B2,4
invasion,B1,3
invent,A2,2
invention,A2,2
inventor,B2,4
inverted commas,B2,4
invest,B1,3
investigate,B2,4
investigation,B1,3
investigator,B2,4
investment,B2,4
investor,B2,4
invisible,B2,4
invitation,B1,3
invite,A2,2
invitingly,B2,4
invoke,B2,4
involuntarily,B1,3
involve,B1,3
involved,B1,3
involvement,B2,4
iron,B1,3
iron,B1,3
ironically,B2,4
ironing,B1,3
irrational,B2,4
irregular,B1,3
irresistible,B2,4
irresistibly,B2,4
irresponsible,B2,4
irritate,B1,3
irritated,B2,4
irritating,B2,4
irritation,B2,4
is,A1,1
island,A1,1
islander,B2,4
isle,B1,3
isolation,B1,3
issue,A2,2
issue,B2,4
IT,A2,2
it,A1,1
italicize/italicise,B2,4
itch,B2,4
item,A1,1
its,A1,1
its,A1,1
itself,A2,2
ivory,B1,3
jacket,A1,1
jade,B1,3
jail/gaol,B1,3
jam,A2,2
jam,B2,4
January,A1,1
jar,B1,3
jaw,B2,4
jazz,B1,3
jealous,B1,3
jealously,B2,4
jeans,A1,1
jelly,A2,2
jeopardize/jeopardise,B2,4
jet,A1,1
jewel,B1,3
jeweler/jeweller,B2,4
jewelry/jewellery,A1,1
job,A1,1
jog,B2,4
jog,B1,3
jogging,B1,3
join,A1,1
joint,B1,3
joint,B2,4
joke,A2,2
joke,B1,3
journal,B1,3
journalism,B2,4
journalist,B1,3
journey,A2,2
joy,A2,2
judge,B1,3
judge,A1,1
judgment/judgement,B1,3
judo,B2,4
jug,B1,3
juice,A1,1
juicy,B1,3
July,A1,1
jump,B2,4
jump,A1,1
jumper,B1,3
June,A1,1
jungle,B1,3
junior,A2,2
junk,A2,2
junk food,B2,4
juror,B2,4
jury,B2,4
just,A1,1
justice,B1,3
justify,B2,4
kangaroo,B2,4
karaoke,B2,4
keen,B2,4
keep,A1,1
keeper,B2,4
kerosene,B2,4
kettle,B1,3
key,A1,1
key,A1,1
keyboard,B1,3
keystroke,B2,4
kick,A1,1
kick,A1,1
kid,A1,1
kid,B1,3
kill,A1,1
killer,A2,2
killing,B1,3
kilo,A2,2
kilogram/kilogramme,A2,2
kilometer/kilometre,A2,2
kind,A2,2
kind,A1,1
kindly,A2,2
kindly,B1,3
kindness,B1,3
king,A1,1
kingdom,A2,2
kiss,A1,1
kiss,B1,3
kit,A2,2
kitchen,A1,1
kite,A1,1
kitten,B1,3
knee,A1,1
kneel,B2,4
knife,A1,1
knit,B1,3
knock,A2,2
knock,B1,3
knot,B2,4
know,A1,1
knowingly,B2,4
knowledge,A2,2
known,B2,4
lab,B1,3
label,B2,4
labor/labour,A2,2
laboratory,B1,3
laborer/labourer,B2,4
lack,A2,2
lack,B2,4
ladder,B1,3
lady,A1,1
lake,A2,2
lamb,B1,3
lame,B2,4
lamp,A2,2
lance,B2,4
land,B1,3
land,A2,2
landing,B2,4
landlady,B2,4
landlord,B1,3
landscape,A2,2
landslide,B2,4
lane,A2,2
language,A1,1
lap,B2,4
laptop,B2,4
large,A1,1
largely,B1,3
lark,B2,4
laser,B2,4
last,B1,3
last,A2,2
last,A2,2
last,B1,3
last minute,B2,4
last name,A1,1
lasting,B1,3
lastly,B2,4
last-minute,B2,4
late,A1,1
late,A1,1
latecomer,B1,3
lately,B1,3
later,B2,4
later,A1,1
latest,A2,2
latter,B2,4
latter,A2,2
latter,A2,2
laugh,B1,3
laugh,A1,1
laughter,B1,3
launch,B1,3
laundry,B2,4
lava,B2,4
law,A2,2
lawful,B1,3
lawmaker,B2,4
lawn,B2,4
lawsuit,B2,4
lawyer,A2,2
lay,B1,3
layabout,B2,4
layer,B1,3
laziness,A2,2
lazy,A1,1
lead,B1,3
lead,A2,2
lead,B1,3
leader,A1,1
leadership,B1,3
leading,B1,3
leaf,A1,1
leaflet,B2,4
league,B1,3
leak,B2,4
leak,B2,4
lean,B1,3
lean,B2,4
leap,B2,4
leap,B1,3
learn,A1,1
learner,A2,2
learning,B2,4
lease,B2,4
leash,B2,4
least,B1,3
least,A2,2
least,B2,4
leather,A2,2
leave,B1,3
leave,A1,1
lecture,B1,3
lecturer,B2,4
leek,B2,4
left,A1,1
left,A2,2
left,A2,2
left-hand,A2,2
leg,A1,1
legal,B1,3
legally,B1,3
legend,B2,4
legendary,B2,4
legislate,B2,4
legislation,B2,4
legislative,B2,4
legislator,B2,4
legislature,B2,4
legitimate,B2,4
leisure,A2,2
leisurely,B2,4
lemon,A2,2
lemonade,A2,2
lend,A2,2
length,B1,3
lengthen,B2,4
lengthy,B2,4
leopard,B2,4
less,A2,2
less,A2,2
less,A2,2
lessen,B1,3
lesson,A1,1
lest,B2,4
let,A1,1
letter,A1,1
lettuce,B1,3
level,B1,3
level,A2,2
level,B2,4
liar,B1,3
liberal,B2,4
liberate,B1,3
liberation,B1,3
liberty,A2,2
librarian,B1,3
library,A1,1
license/licence,A2,2
lick,B2,4
lid,B2,4
lie,B1,3
lie,A2,2
life,A1,1
lifeguard,B1,3
lifeless,B2,4
lifelong,B1,3
lifestyle,A2,2
lifetime,B2,4
lift,B1,3
lift,B1,3
light,A1,1
light,A1,1
light,B1,3
lighten,B2,4
lighter,B1,3
lighting,B2,4
lightly,B1,3
lightning,B1,3
like,B1,3
like,A1,1
like,A1,1
likely,A2,2
likeness,B1,3
likewise,B2,4
lily,A1,1
limb,B2,4
limit,B1,3
limit,B1,3
limitation,B1,3
limited,B1,3
limp,B1,3
line,A1,1
line,B2,4
linen,B2,4
liner,B2,4
ling,B2,4
linger,B2,4
link,B1,3
link,B1,3
lion,A1,1
lip,A2,2
liquid,B1,3
liquid,B1,3
list,A1,1
list,B2,4
listen,A1,1
listener,B2,4
liter/litre,A2,2
literal,B2,4
literally,B2,4
literary,B1,3
literature,B1,3
litter,B2,4
little,A1,1
little,A1,1
little,B1,3
little,B1,3
live,B1,3
live,A1,1
lively,A2,2
liver,B1,3
living,A1,1
living,B2,4
living room,A1,1
load,A2,2
load,B2,4
loaf,B1,3
loan,B2,4
lobby,B2,4
local,A2,2
locate,B1,3
location,B1,3
lock,A2,2
lock,B1,3
lodge,B1,3
log,B1,3
logic,B1,3
logical,A2,2
logo,B1,3
loneliness,B2,4
lonely,A1,1
long,A1,1
long,A2,2
long-distance,B2,4
long-term,B2,4
look,A1,1
look,A1,1
loose,A2,2
loosely,B2,4
lorry,B1,3
lose,A2,2
loss,B1,3
lost,A2,2
lot,A1,1
lot,A2,2
lot,A1,1
lottery,B1,3
loud,B1,3
loud,B1,3
loudly,A2,2
loudspeaker,B1,3
lousy,B2,4
love,A1,1
love,A1,1
lovely,A1,1
lover,A2,2
lovingly,B1,3
low,A2,2
low,A2,2
lower,B2,4
lowland,B2,4
loyal,B1,3
loyalty,B1,3
luck,A1,1
luckily,A2,2
lucky,A1,1
lucrative,B2,4
luggage,B1,3
lunch,A1,1
lunchtime,A2,2
lung,B1,3
lush,B2,4
luxurious,B2,4
luxury,B2,4
luxury,B1,3
lyric,A2,2
lyrics,B2,4
'm,A1,1
machine,A1,1
mad,A2,2
madam,B2,4
madame,B2,4
madness,B2,4
maestro,B2,4
magazine,A1,1
magic,A2,2
magic,A2,2
magical,B1,3
magician,B1,3
magnificent,B1,3
magnify,B2,4
mail,A1,1
mail,B1,3
mailbox,B1,3
main,B1,3
main course,A2,2
mainly,A2,2
maintain,B1,3
maintenance,B1,3
major,A2,2
major,B2,4
majority,B1,3
make,B2,4
make,A1,1
maker,A2,2
make-up,A2,2
malady,B2,4
malaria,B2,4
male,B1,3
male,A2,2
mall,A2,2
mama/mamma,B2,4
man,A1,1
manage,A2,2
management,B1,3
manager,A2,2
mango,B2,4
manipulate,B2,4
mankind,B1,3
manner,A2,2
mansion,B2,4
manual,B2,4
manual,B2,4
manufacture,B2,4
manufacture,B2,4
manufacturer,B2,4
manufacturing,B2,4
many,A1,1
many,A1,1
map,A1,1
maple,B1,3
marathon,B2,4
marble,B1,3
March,A1,1
march,B1,3
march,B1,3
margin,B2,4
marine,B1,3
mark,A2,2
mark,A2,2
marked,B1,3
market,A2,2
market,B1,3
marketing,B2,4
marriage,B1,3
married,A2,2
marry,A2,2
martial art,B2,4
marvelous/marvellous,A2,2
mash,B1,3
mask,B2,4
mass,B1,3
mass,B2,4
massacre,B2,4
massage,B2,4
masseur,B2,4
massive,B1,3
master,B2,4
masterpiece,B2,4
mastery,B2,4
match,A1,1
match,B1,3
mate,B2,4
material,A2,2
math/maths,A1,1
mathematical,B2,4
mathematician,B1,3
mathematics,B1,3
matter,A1,1
matter,A2,2
mature,B2,4
mausoleum,B2,4
max,A2,2
maximum,B1,3
maximum,B1,3
may,A1,1
May,A1,1
maybe,A1,1
mayor,B1,3
me,A1,1
meal,A1,1
mean,A2,2
mean,B2,4
mean,A1,1
meaning,A2,2
meaningful,B1,3
means,B2,4
meanwhile,B1,3
measure,B1,3
measure,B1,3
measurement,B1,3
meat,A1,1
mechanic,B1,3
mechanical,B1,3
mechanize/mechanise,B2,4
medal,A2,2
media,B2,4
medical,A2,2
medication,B2,4
medicine,A1,1
medieval/mediaeval,B2,4
mediocre,B2,4
meditate,B1,3
meditation,B1,3
Mediterranean,B1,3
medium,B1,3
medium,B1,3
meet,A1,1
meeting,A1,1
melody,B2,4
melon,A2,2
melt,B1,3
member,A2,2
membership,B1,3
memorable,B1,3
memorial,B2,4
memorize/memorise,B1,3
memory,A1,1
mend,B1,3
mental,B1,3
mentally,B1,3
mention,A2,2
mention,B1,3
mentor,B2,4
menu,A2,2
merchandise,B2,4
merchant,B1,3
mercy,B2,4
mere,B1,3
merely,B1,3
merge,B2,4
merger,B2,4
merry,A1,1
mess,B1,3
mess,B2,4
message,A1,1
message board,B1,3
messenger,B2,4
messy,B1,3
metal,A2,2
metaphor,B2,4
meter/metre,A2,2
method,A2,2
metric,B2,4
micro,B2,4
microbe,B2,4
microcomputer,B2,4
micrometer/micrometre,B2,4
microorganism,B2,4
microphone,B2,4
microscope,B2,4
microscopic,B2,4
microscopy,B2,4
microwave,B2,4
midday,A2,2
middle,A1,1
middle,A2,2
middle-aged,B1,3
midnight,A2,2
midst,B2,4
might,A2,2
mighty,B2,4
migration,B2,4
mild,B1,3
mile,B1,3
military,A2,2
milk,A1,1
mill,B2,4
millimeter/millimetre,B2,4
million,A2,2
millionaire,B2,4
mimic,B2,4
mind,A1,1
mind,A2,2
mine,B2,4
mine,A1,1
mineral,B1,3
mineral water,A2,2
miniature,B2,4
minimize/minimise,B1,3
minimum,B1,3
minimum,B1,3
minister,B2,4
minor,B1,3
minority,B1,3
mint,B2,4
minus,B1,3
minute,A1,1
miracle,B1,3
mirror,A2,2
mischief,B1,3
misconception,B2,4
miserable,B1,3
misery,B1,3
misfortune,B2,4
mislead,B1,3
misleading,B2,4
Miss,A1,1
miss,A1,1
missile,B2,4
missing,A2,2
mission,B1,3
mist,B2,4
mistake,A2,2
mistreat,B2,4
mistrustful,B2,4
misty,B1,3
misunderstand,B2,4
misunderstanding,B1,3
mix,B2,4
mix,A2,2
mixing bowl,B1,3
mixture,B2,4
mobile,A2,2
mobile,A1,1
mobile phone,A1,1
mobility,B2,4
mock,B2,4
modal verb/modal,B1,3
model,B1,3
model,A2,2
model,B1,3
modem,B1,3
moderate,B1,3
modern,A2,2
modernization/modernisation,B2,4
modernize/modernise,B2,4
modest,B2,4
modification,B2,4
modify,B1,3
mogul,B2,4
moisture,B1,3
mold/mould,B2,4
molecule,B1,3
mom,A1,1
moment,A1,1
momentarily,B2,4
momentary,B2,4
mommy/mommie,A1,1
monastery,B2,4
Monday,A1,1
money,A1,1
monitor,B1,3
monitor,B1,3
monk,B1,3
monkey,A1,1
monster,B1,3
month,A1,1
monthly,B1,3
monthly,B1,3
monument,B1,3
mood,A2,2
moody,B2,4
moon,A1,1
moonlight,B2,4
moonscape,B2,4
moral,B2,4
moral,B1,3
morality,B2,4
morally,B2,4
more,B1,3
more,A1,1
more,A1,1
moreover,B1,3
morning,A1,1
mortal,B2,4
mortar,B2,4
mortgage,B2,4
mortify,B2,4
mosque,A2,2
mosquito,B1,3
moss,B1,3
most,A2,2
most,A1,1
most,A2,2
mostly,A2,2
mother,A1,1
mother-in-law,B2,4
motherland,B1,3
motion,B2,4
motionless,B1,3
motivate,B1,3
motivated,B2,4
motivation,B1,3
motive,B1,3
motor,B1,3
motorbike,B2,4
motorcycle,B1,3
motorist,B2,4
motorway,A2,2
motto,B1,3
mount,B1,3
mount,B2,4
mountain,A1,1
mountaintop,B1,3
mourn,B1,3
mournful,B2,4
mouse,A1,1
mouth,A1,1
move,A1,1
move,A2,2
movement,B1,3
mover,B2,4
movie,A1,1
moving,B2,4
MP3 player,A2,2
Mr./Mr,A1,1
Mrs./Mrs,A1,1
Ms./Ms,A2,2
much,A1,1
much,A1,1
much,A1,1
mud,B1,3
muddy,B2,4
mug,A2,2
mule,B1,3
multiple,B2,4
multiply,B2,4
mum,A1,1
mumble,B2,4
mumble,B2,4
murder,A2,2
murder,B1,3
murderer,B1,3
murmur,B2,4
muscle,B1,3
muse,B2,4
museum,A2,2
mushroom,A2,2
music,A1,1
musical,A2,2
musical,B2,4
musician,A1,1
must,A1,1
mustache/moustache,B2,4
mustard,B1,3
mutability,B2,4
mutable,B2,4
mutter,B2,4
mutter,B2,4
mutton,B2,4
mutual,B1,3
my,A1,1
myself,A2,2
mysterious,A2,2
mystery,A2,2
mystify,B2,4
myth,B1,3
nail,B1,3
naked,B1,3
name,A1,1
name,B1,3
nano,B2,4
nap,B1,3
napkin,A2,2
narcissistic,B2,4
narrate,B1,3
narrative,B1,3
narrator,B2,4
narrow,B1,3
narrowly,B2,4
nasty,B1,3
nation,A2,2
national,A2,2
nationalist,B1,3
nationality,A1,1
nationwide,B2,4
nationwide,B2,4
native,A2,2
native speaker,B2,4
natural,A2,2
naturally,B1,3
nature,A2,2
naughty,B2,4
naval,B2,4
navigate,B2,4
navigation,B2,4
navy,B2,4
navy blue,B1,3
near,B1,3
near,B1,3
near,A1,1
nearby,B1,3
nearby,B1,3
nearly,A2,2
neat,B2,4
necessarily,B2,4
necessary,A2,2
necessity,B2,4
neck,A1,1
necklace,B1,3
nectar,B1,3
need,A1,1
need,B2,4
need,A2,2
needle,B1,3
needless,B2,4
needy,B2,4
negative,A2,2
negatively,B2,4
neglect,B2,4
negotiate,B1,3
negotiation,B1,3
neighbor/neighbour,A1,1
neighborhood/neighbourhood,B1,3
neighboring/neighbouring,B2,4
neither,B2,4
neither,B2,4
neither,B2,4
neither,B2,4
nephew,B1,3
nerve,B2,4
nerves,B2,4
nervous,A2,2
nervously,B2,4
nervousness,B1,3
ness,B1,3
net,A2,2
net,B1,3
netsurfer/net surfer,B2,4
network,B1,3
neurosis,B2,4
neutral,B1,3
never,A1,1
nevertheless,B1,3
new,A1,1
newborn,B1,3
newcomer,B1,3
newly,B1,3
news,A1,1
newscaster,B2,4
newspaper,A1,1
newsworthy,B2,4
next,A2,2
next,A2,2
next,B2,4
next door,B1,3
next to,A2,2
next-door,B1,3
nice,A1,1
nicely,B2,4
nickname,B1,3
niece,B1,3
night,A1,1
nightclub,B2,4
nightlife,B1,3
nightmare,B2,4
nine,A1,1
nineteen,A1,1
ninety,A1,1
no,A1,1
no,A1,1
no one,A2,2
nobility,B2,4
noble,B2,4
nobleman,B2,4
nobody,A2,2
nod,B1,3
nod,B2,4
noise,A1,1
noisily,B1,3
noisy,A2,2
nomad,B2,4
nomination,B2,4
nominee,B2,4
none,B1,3
nonetheless,B1,3
nonprofessional,B2,4
nonsense,B1,3
non-smoking,B2,4
noon,A2,2
nor,B1,3
normal,A2,2
normally,B1,3
north,A2,2
north,A2,2
north,A2,2
northeast,B1,3
northeast,B1,3
northeastern,B1,3
northern,B1,3
northward,B2,4
northwest,B1,3
northwest,B1,3
northwestern,B1,3
nose,A1,1
nostril,B2,4
not,A1,1
note,A1,1
note,A1,1
notebook,A1,1
nothing,A1,1
notice,A2,2
notice,B1,3
noticeable,B1,3
noticeboard,B1,3
notion,B1,3
notorious,B1,3
nought,B2,4
noun,A2,2
nourish,B2,4
nourishment,B2,4
novel,A2,2
novelist,B1,3
novelty,B2,4
November,A1,1
now,A1,1
now,B2,4
nowadays,A2,2
nowhere,B1,3
nuclear,B1,3
nucleus,B1,3
nuisance,B2,4
number,A1,1
numerical,B2,4
numerous,B1,3
nurse,A1,1
nurse,B1,3
nursery,B2,4
nut,B2,4
nutrient,B1,3
nutrition,B1,3
nutritious,B1,3
nutshell,B2,4
oak,A2,2
oath,B2,4
obedience,B2,4
obedient,B2,4
obey,B2,4
obituary,B2,4
object,B1,3
object,B2,4
objection,B1,3
objective,B2,4
objective,B1,3
obligation,B2,4
observation,B1,3
observe,B1,3
observer,B2,4
obsess,B2,4
obsession,B2,4
obsessive,B2,4
obstacle,B1,3
obtain,B1,3
obvious,B1,3
obviously,B1,3
occasion,B1,3
occasion,B1,3
occasional,B1,3
occasionally,B1,3
occupation,A2,2
occupy,B1,3
occur,B1,3
ocean,B1,3
o'clock,A1,1
October,A1,1
odd,B2,4
of,A1,1
off,A1,1
off,A2,2
off,B1,3
offend,B2,4
offender,B2,4
offense/offence,B2,4
offensive,B1,3
offer,A2,2
offer,A2,2
offhand,B2,4
office,A1,1
officer,A1,1
official,A2,2
official,B2,4
officially,B1,3
offshore,B2,4
often,A1,1
oil,A2,2
oily,B1,3
ointment,B2,4
OK/okay,A1,1
OK/okay,A1,1
old,A1,1
old-fashioned,B1,3
olive,B2,4
olive oil,A2,2
Olympia,B2,4
Olympiad,B2,4
Olympic,A2,2
Olympics,A1,1
omelet/omelette,A2,2
on,A2,2
on,A1,1
once,A1,1
once,B2,4
one,A1,1
one,A1,1
one,A2,2
oneself,B1,3
onion,A2,2
online,A2,2
online,A2,2
only,A1,1
only,A1,1
onstage,B1,3
onto/on to,B1,3
open,A1,1
open,A1,1
opening,B1,3
openly,B2,4
opera,A1,1
operate,A2,2
operation,B1,3
operator,B2,4
opinion,A2,2
opponent,B2,4
opportunity,A2,2
oppose,A2,2
opposite,A2,2
opposite,B1,3
opposite,B1,3
opposite,A2,2
opposition,B1,3
oppress,B1,3
oppression,B1,3
optimism,B2,4
optimist,B2,4
optimistic,B2,4
option,B1,3
optional,B2,4
or,A1,1
oral,B2,4
oral,B1,3
orange,A1,1
orange,A1,1
orator,B2,4
orbit,B1,3
orchestra,B1,3
orchestral,B2,4
orchid,B2,4
order,A1,1
order,A2,2
orderly,B1,3
ordinary,B1,3
organ,B1,3
organic,B1,3
organism,B1,3
organization/organisation,B1,3
organize/organise,A2,2
organized/organised,A2,2
organizer/organiser,B2,4
origin,B1,3
original,A2,2
original,B2,4
originality,B2,4
originally,B2,4
originate,B2,4
ornament,B2,4
orphan,A2,2
other,A1,1
other,A2,2
otherwise,B1,3
ought to,B1,3
ounce,B2,4
our,A1,1
ours,A1,1
ourselves,A2,2
out,A1,1
out of,A2,2
outback,B2,4
outbreak,B2,4
outcome,B2,4
outdistance,B2,4
outdo,B2,4
outdoor,B1,3
outdoors,B1,3
outer,B1,3
outfit,B2,4
outgrow,B2,4
outing,B2,4
outlaw,B1,3
outlet,B2,4
outline,B2,4
outline,B1,3
outlive,B2,4
outlook,B2,4
out-of-date,B1,3
outpatient,B2,4
output,B2,4
outrage,B2,4
outrageous,B2,4
outshine,B2,4
outside,B2,4
outside,A1,1
outside,B2,4
outside,A2,2
outsider,B2,4
outskirts,B2,4
outstanding,B1,3
outward,B1,3
outwardly,B2,4
outweigh,B1,3
oval,B2,4
oven,A2,2
over,A2,2
over,A1,1
overall,B2,4
overall,B2,4
overboard,B2,4
overbook,B2,4
overcoat,B2,4
overcome,B1,3
overemphasize/overemphasise,B2,4
overestimate,B2,4
overhear,B2,4
overjoyed,B1,3
overlap,B2,4
overlook,B2,4
overly,B2,4
overnight,B1,3
overnight,B1,3
overseas,B2,4
overseas,A2,2
overshadow,B2,4
oversize,B2,4
overstep,B2,4
overtake,B2,4
overthrow,B2,4
overtime,B2,4
overtime,B2,4
overturn,B2,4
overweight,A2,2
overwhelm,B1,3
overwhelming,B1,3
overwork,B1,3
ow,B2,4
owe,B1,3
owing,B1,3
owing to,B2,4
owl,B2,4
own,A1,1
own,A2,2
own,B1,3
owner,A1,1
ox,B2,4
oxygen,B1,3
ozone,B2,4
p.m./P.M./pm/PM,A1,1
pa,B2,4
pace,B1,3
pacific,A2,2
pack,A2,2
pack,A2,2
package,B1,3
packed,B2,4
packet,B2,4
packing,B1,3
pad,B2,4
paddle,B1,3
page,A1,1
paid,B1,3
pain,B1,3
painful,B1,3
paint,A1,1
paint,A1,1
paintbrush,B2,4
